0.021327;30369;0.000497;8326;72.58;0.000496;28171;7.24
0.022817;29768;0.000495;10714;64.01;0.000992;25561;14.13
0.022846;25859;0.000496;10020;61.25;0.000504;20494;20.75
0.024304;25035;0.000496;5826;76.73;0.000495;21505;14.10
0.025295;35130;0.000992;9560;72.79;0.000496;31566;10.15
0.025296;33880;0.000992;5295;84.37;0.000496;29936;11.64
0.025792;26001;0.000496;4414;83.02;0.000992;22528;13.36
0.025792;27976;0.000993;7337;73.77;0.000495;24589;12.11
0.026784;30893;0.000992;11019;64.33;0.000496;26799;13.25
0.027279;36151;0.000496;3323;90.81;0.000992;31398;13.15
0.027776;29607;0.000992;7252;75.51;0.000496;26817;9.42
0.028272;27447;0.000993;5204;81.04;0.000496;21934;20.09
0.027775;30382;0.000992;5481;81.96;0.000497;25420;16.33
0.030255;34365;0.000992;6508;81.06;0.000496;28161;18.05
0.029788;36444;0.000496;7685;78.91;0.000993;32388;11.13
0.031249;38440;0.000496;8256;78.52;0.000992;32685;14.97
0.030752;37526;0.000992;6612;82.38;0.000496;32680;12.91
0.030751;34924;0.000993;8459;75.78;0.000992;30434;12.86
0.03224;32756;0.000992;8662;73.56;0.000496;28796;12.09
0.032735;33295;0.000496;9681;70.92;0.000992;27931;16.11
0.033231;32194;0.000496;7860;75.59;0.000992;27394;14.91
0.033729;35497;0.000991;7206;79.70;0.000992;30098;15.21
0.03472;41256;0.000497;6734;83.68;0.000991;34060;17.44
0.036208;39511;0.000992;4934;87.51;0.000496;34633;12.35
0.037696;44044;0.000992;11790;73.23;0.000496;38639;12.27
0.038192;38151;0.000992;11534;69.77;0.000496;32222;15.54
0.039185;42076;0.000992;8407;80.02;0.000991;34404;18.23
0.039184;37916;0.000992;14274;62.35;0.000991;32783;13.54
0.039679;36506;0.000992;4468;87.76;0.000992;30171;17.35
0.03968;39523;0.000496;8849;77.61;0.000992;31839;19.44
0.041196;46465;0.000992;3915;91.57;0.000993;38409;17.34
0.041664;47273;0.000993;13821;70.76;0.000991;40385;14.57
0.04216;39504;0.000496;6864;82.62;0.000992;32820;16.92
0.04216;35807;0.000992;4921;86.26;0.000992;31598;11.75
0.043647;40746;0.000992;10323;74.67;0.001030;33984;16.60
0.04464;55539;0.000992;8474;84.74;0.000495;48288;13.06
0.044639;52178;0.00102;9943;80.94;0.000992;47896;8.21
0.045632;55455;0.000992;16240;70.71;0.000993;47981;13.48
0.046623;51145;0.000992;9551;81.33;0.000992;47345;7.43
0.047617;50702;0.000992;13103;74.16;0.000991;43729;13.75
0.049104;48696;0.000992;10351;78.74;0.000992;39826;18.22
0.0496;45575;0.000992;7507;83.53;0.000992;38442;15.65
0.0496;49022;0.000992;16064;67.23;0.000992;42281;13.75
0.050592;42663;0.000992;14507;66.00;0.000992;36105;15.37
0.05208;49813;0.000992;11704;76.50;0.000992;42715;14.25
0.05208;56667;0.000992;12170;78.52;0.001488;50602;10.70
0.055056;50764;0.000992;13332;73.74;0.000992;43621;14.07
0.05456;50416;0.000992;15763;68.73;0.000992;41670;17.35
0.055056;46810;0.000992;9454;79.80;0.000992;38790;17.13
0.056049;56926;0.001488;7205;87.34;0.000992;47403;16.73
0.05701;44818;0.000992;8717;80.55;0.000992;37149;17.11
0.060015;50489;0.001488;16174;67.97;0.000992;42814;15.20
0.059026;55471;0.000991;11051;80.08;0.000992;44670;19.47
0.060016;52275;0.000992;13690;73.81;0.001488;44581;14.72
0.061008;48828;0.000992;3379;93.08;0.000992;39704;18.69
0.061504;62581;0.001488;17768;71.61;0.000992;57672;7.84
0.062497;62357;0.001487;8707;86.04;0.000993;55209;11.46
0.062991;61237;0.000992;9062;85.20;0.000992;50157;18.09
0.063488;63513;0.001489;7637;87.98;0.000991;52656;17.09
0.065471;62086;0.000992;20667;66.71;0.000992;53011;14.62
0.065969;67054;0.001488;7258;89.18;0.000992;58425;12.87
0.065968;58918;0.000992;13430;77.21;0.000992;51550;12.51
0.068448;70029;0.000992;11811;83.13;0.001488;61270;12.51
0.06944;60530;0.000992;10369;82.87;0.001488;52993;12.45
0.072416;70200;0.000993;11944;82.99;0.001487;57930;17.48
0.072415;67430;0.001488;12627;81.27;0.000992;58739;12.89
0.075392;66073;0.000992;17554;73.43;0.001488;57454;13.04
0.075363;63272;0.000992;9838;84.45;0.001488;53238;15.86
0.075887;59964;0.001488;18558;69.05;0.000992;48690;18.80
0.07688;68390;0.001488;11524;83.15;0.000992;58576;14.35
0.076879;70650;0.001489;10319;85.39;0.000991;63955;9.48
0.078865;76003;0.000991;20209;73.41;0.001488;68848;9.41
0.07936;60460;0.000992;5974;90.12;0.001488;52586;13.02
0.079856;64213;0.001488;3740;94.18;0.000992;53968;15.95
0.082337;79174;0.000992;12020;84.82;0.001487;67589;14.63
0.082335;67373;0.001488;7600;88.72;0.000992;56070;16.78
0.083328;75421;0.000992;13208;82.49;0.001488;67222;10.87
0.084816;92457;0.001488;16407;82.25;0.001488;83085;10.14
0.089279;79385;0.001488;16719;78.94;0.001488;70653;11.00
0.08928;73844;0.000992;11294;84.71;0.001488;62474;15.40
0.089777;74274;0.001487;9502;87.21;0.000992;61675;16.96
0.092752;79144;0.000992;12101;84.71;0.001488;69743;11.88
0.092256;73669;0.000992;14759;79.97;0.001488;66138;10.22
0.092256;70497;0.000992;12213;82.68;0.001488;56774;19.47
0.09424;85556;0.000992;8322;90.27;0.001488;71691;16.21
0.096719;81671;0.001489;7704;90.57;0.001488;68718;15.86
0.097712;69311;0.001489;10331;85.09;0.000991;57670;16.80
0.098706;69801;0.001486;8575;87.72;0.000993;58247;16.55
0.100687;76715;0.001488;24232;68.41;0.000993;65968;14.01
0.099696;70123;0.001488;9007;87.16;0.001488;56161;19.91
0.101183;92069;0.001488;22683;75.36;0.001488;79053;14.14
0.103168;93638;0.001488;22698;75.76;0.001488;82446;11.95
0.105648;79272;0.001488;10573;86.66;0.001488;67730;14.56
0.103169;78158;0.001488;18752;76.01;0.001487;64538;17.43
0.105648;92653;0.001488;16739;81.93;0.001488;77832;16.00
0.107136;90037;0.001488;19795;78.01;0.001488;81847;9.10
0.107633;89400;0.001487;16781;81.23;0.001488;76339;14.61
0.108624;96932;0.001488;8817;90.90;0.000992;85422;11.87
0.10912;91092;0.001488;16319;82.09;0.001488;75914;16.66
0.111104;79056;0.001488;7018;91.12;0.001488;66661;15.68
0.111105;86659;0.001488;29484;65.98;0.001487;76457;11.77
0.114576;88358;0.001488;11208;87.32;0.001488;70915;19.74
0.113088;103145;0.001488;25193;75.58;0.001488;92227;10.59
0.114576;103446;0.001985;13753;86.71;0.001487;87821;15.10
0.115072;97690;0.001489;21618;77.87;0.001984;86726;11.22
0.118543;94377;0.001488;18579;80.31;0.001489;81693;13.44
0.118542;87586;0.001488;13761;84.29;0.001488;76581;12.56
0.120032;100405;0.001984;15090;84.97;0.001489;85108;15.24
0.122016;97022;0.001488;9340;90.37;0.001488;82700;14.76
0.123008;98886;0.001488;20223;79.55;0.001984;82944;16.12
0.124;95134;0.001488;13859;85.43;0.001488;81767;14.05
0.126976;107838;0.001489;21682;79.89;0.001488;91856;14.82
0.127968;98643;0.001488;21982;77.72;0.001488;87882;10.91
0.127473;89982;0.001487;14704;83.66;0.001489;74074;17.68
0.129455;89132;0.001488;13661;84.67;0.001984;74130;16.83
0.131936;101677;0.001489;26366;74.07;0.001983;85423;15.99
0.132432;107133;0.001984;12292;88.53;0.001487;89918;16.07
0.133921;105078;0.001488;16842;83.97;0.001983;93256;11.25
0.134912;107264;0.001489;11642;89.15;0.001983;93612;12.73
0.1364;100706;0.001488;20806;79.34;0.001984;86932;13.68
0.138382;104852;0.001488;17880;82.95;0.001984;93066;11.24
0.138384;106048;0.001984;6894;93.50;0.001487;95619;9.83
0.138384;108081;0.001984;16354;84.87;0.001488;93082;13.88
0.142848;122726;0.001488;27399;77.67;0.001487;108844;11.31
0.144335;109518;0.001985;23366;78.66;0.001487;96381;12.00
0.14632;104606;0.001984;25839;75.30;0.001488;82940;20.71
0.147312;116126;0.001488;17310;85.09;0.001983;103290;11.05
0.147809;106320;0.001487;17277;83.75;0.001984;91460;13.98
0.149296;118544;0.001984;14887;87.44;0.001488;105150;11.30
0.152272;114658;0.001488;16486;85.62;0.001984;96006;16.27
0.151775;126125;0.001984;18393;85.42;0.001488;108567;13.92
0.151279;113132;0.001984;18059;84.04;0.001488;96300;14.88
0.152272;111302;0.001488;25881;76.75;0.001984;92861;16.57
0.154256;110263;0.001984;21988;80.06;0.001488;92657;15.97
0.155247;111956;0.001984;12429;88.90;0.001488;93610;16.39
0.155743;111668;0.001488;22120;80.19;0.001984;90910;18.59
0.160209;119662;0.001487;26901;77.52;0.001984;101509;15.17
0.159712;121600;0.001489;27402;77.47;0.001984;105698;13.08
0.160704;121888;0.001984;23725;80.54;0.001984;110215;9.58
0.162688;123245;0.001984;12621;89.76;0.001984;104260;15.40
0.164672;116805;0.001985;27106;76.79;0.001983;101790;12.85
0.167152;104489;0.001984;9630;90.78;0.001488;91511;12.42
0.168144;102688;0.001488;7221;92.97;0.001984;88182;14.13
0.173103;131523;0.001984;26136;80.13;0.001985;112060;14.80
0.175088;118580;0.001984;8326;92.98;0.001984;100357;15.37
0.178559;116527;0.001985;12679;89.12;0.001983;99724;14.42
0.178065;130782;0.001984;28721;78.04;0.001983;119179;8.87
0.179553;121456;0.001983;20312;83.28;0.001985;104964;13.58
0.182031;114035;0.001984;22270;80.47;0.001984;93402;18.09
0.186993;114088;0.001983;22244;80.50;0.001984;93757;17.82
0.182528;129353;0.001984;22033;82.97;0.001984;109362;15.45
0.186;125594;0.001984;24340;80.62;0.001984;108229;13.83
0.187488;118921;0.001984;9080;92.36;0.001984;100350;15.62
0.188977;125801;0.001984;23056;81.67;0.001984;108317;13.90
0.190001;154207;0.001952;25054;83.75;0.002008;134680;12.66
0.190464;125922;0.001984;12673;89.94;0.001984;98602;21.70
0.193936;133152;0.001984;15400;88.43;0.001984;113082;15.07
0.194432;136394;0.001984;17261;87.34;0.001984;121524;10.90
0.197409;139450;0.001984;22784;83.66;0.001984;119276;14.47
0.196912;125050;0.00248;11912;90.47;0.001984;111033;11.21
0.196416;128291;0.001984;25503;80.12;0.001984;109620;14.55
0.197904;131454;0.001984;37034;71.83;0.001983;114023;13.26
0.204351;123019;0.001984;20643;83.22;0.001984;109701;10.83
0.204848;146956;0.001983;27231;81.47;0.001985;135702;7.66
0.201376;149104;0.001984;25516;82.89;0.001984;131926;11.52
0.222705;134693;0.001984;24937;81.49;0.001984;117287;12.92
0.230144;135204;0.001984;14156;89.53;0.001984;113317;16.19
0.21824;140187;0.00248;27594;80.32;0.001984;122403;12.69
0.214767;148042;0.002481;21319;85.60;0.001984;131415;11.23
0.214769;136505;0.001983;26737;80.41;0.002481;120684;11.59
0.21576;143093;0.00248;30324;78.81;0.001984;126687;11.47
0.216752;130694;0.001985;26469;79.75;0.002479;108698;16.83
0.221712;136474;0.00248;30425;77.71;0.001984;113795;16.62
0.222704;151114;0.001984;12879;91.48;0.002480;129607;14.23
0.220224;137496;0.001984;14852;89.20;0.002480;119322;13.22
0.223199;151723;0.001984;12806;91.56;0.002481;128852;15.07
0.22568;166302;0.002481;10932;93.43;0.001983;134544;19.10
0.225185;156186;0.001983;12816;91.79;0.002480;129133;17.32
0.23312;160916;0.001984;30847;80.83;0.002480;138657;13.83
0.233119;172190;0.001984;21803;87.34;0.001984;149003;13.47
0.233616;149002;0.00248;37435;74.88;0.001984;127809;14.22
0.236095;158298;0.00248;18143;88.54;0.001984;135541;14.38
0.244527;149238;0.00248;28843;80.67;0.001984;130748;12.39
0.240561;152409;0.002479;25809;83.07;0.002480;134542;11.72
0.243535;153461;0.00248;20562;86.60;0.001984;128111;16.52
0.240064;159681;0.001984;17950;88.76;0.002480;138144;13.49
0.244032;157385;0.00248;40499;74.27;0.001985;133995;14.86
0.248497;137734;0.001984;32804;76.18;0.002480;116695;15.28
0.26288;159126;0.00248;27571;82.67;0.002480;140764;11.54
0.257426;155368;0.002479;22264;85.67;0.001984;128185;17.50
0.25544;163936;0.001985;25896;84.20;0.002480;142482;13.09
0.261394;150095;0.00248;23250;84.51;0.002480;130396;13.12
0.258416;166923;0.001984;25908;84.48;0.002480;145493;12.84
0.259408;152541;0.00248;24710;83.80;0.002480;121529;20.33
0.259904;168600;0.00248;27997;83.39;0.002480;145184;13.89
0.263872;180420;0.00248;13715;92.40;0.002480;151905;15.80
0.26288;174291;0.00248;26849;84.60;0.002480;148715;14.67
0.263872;165332;0.00248;20643;87.51;0.002480;141105;14.65
0.273791;168763;0.001985;36185;78.56;0.002480;144270;14.51
0.26536;183344;0.00248;29624;83.84;0.002480;150743;17.78
0.272276;171167;0.00248;35218;79.42;0.002480;151730;11.36
0.270321;154147;0.002479;16771;89.12;0.002481;125405;18.65
0.274782;175217;0.00248;30803;82.42;0.002480;146372;16.46
0.274783;172331;0.002481;11167;93.52;0.002480;144314;16.26
0.276272;175444;0.002479;20901;88.09;0.001985;149014;15.06
0.28024;188410;0.002481;17005;90.97;0.002480;156238;17.08
0.279744;178484;0.002479;37274;79.12;0.001984;149695;16.13
0.281728;198879;0.002481;14170;92.88;0.002480;175111;11.95
0.285201;182576;0.00248;40953;77.57;0.001984;160382;12.16
0.289168;186910;0.00248;18215;90.25;0.002479;166054;11.16
0.289663;178991;0.002481;41937;76.57;0.002479;161513;9.76
0.293136;190408;0.00248;34498;81.88;0.002480;163071;14.36
0.293633;180251;0.002479;35327;80.40;0.002481;152613;15.33
0.292639;172396;0.00248;33312;80.68;0.002976;154445;10.41
0.294624;182346;0.00248;23721;86.99;0.002480;155040;14.97
0.298592;187244;0.00248;25287;86.50;0.002480;157945;15.65
0.298096;160592;0.00248;25381;84.20;0.002480;137729;14.24
0.303055;177067;0.00248;14185;91.99;0.002480;155069;12.42
0.303553;176422;0.00248;24470;86.13;0.002480;150602;14.64
0.306528;184321;0.00248;28194;84.70;0.002480;155624;15.57
0.309999;189050;0.00248;42277;77.64;0.002480;157524;16.68
0.310495;197662;0.002524;32390;83.61;0.002932;169217;14.39
0.31248;188985;0.002481;24900;86.82;0.002479;166656;11.82
0.314463;181904;0.00248;29437;83.82;0.002480;156757;13.82
0.315952;205397;0.00248;34146;83.38;0.002480;179846;12.44
0.31744;173575;0.00248;33417;80.75;0.002976;147276;15.15
0.318928;180535;0.002976;31290;82.67;0.002480;155442;13.90
0.320912;174565;0.002481;22940;86.86;0.002480;147822;15.32
0.320415;207407;0.00248;47079;77.30;0.002976;181308;12.58
0.324385;215332;0.002976;35018;83.74;0.002480;191865;10.90
0.326864;209436;0.00248;45439;78.30;0.002480;183654;12.31
0.334304;185656;0.00248;19117;89.70;0.002480;155701;16.13
0.336784;196140;0.002976;20209;89.70;0.002481;165610;15.57
0.3348;203754;0.002976;26435;87.03;0.002480;176592;13.33
0.33976;219348;0.00248;28070;87.20;0.002977;193630;11.72
0.339264;212192;0.002976;33900;84.02;0.002480;194736;8.23
0.343729;193115;0.002975;40067;79.25;0.002480;164532;14.80
0.34224;180421;0.00248;37224;79.37;0.002976;146792;18.64
0.345216;200807;0.00248;34695;82.72;0.002976;165913;17.38
0.345711;197505;0.002976;26314;86.68;0.002480;164668;16.63
0.348192;215247;0.00248;26256;87.80;0.002976;184850;14.12
0.351664;187793;0.002977;19756;89.48;0.002479;158475;15.61
0.359103;196649;0.002481;35645;81.87;0.002975;158634;19.33
0.36208;216912;0.002976;45196;79.16;0.002480;177147;18.33
0.368527;197842;0.002976;30249;84.71;0.002480;163417;17.40
0.366544;219531;0.00248;17819;91.88;0.002976;185261;15.61
0.361087;214182;0.002976;40980;80.87;0.002480;176051;17.80
0.364063;185860;0.00248;17595;90.53;0.002976;165149;11.14
0.365056;193047;0.002976;20134;89.57;0.002976;176802;8.42
0.365056;211750;0.00248;29189;86.22;0.002976;189131;10.68
0.370016;203360;0.002976;41716;79.49;0.002976;175116;13.89
0.374479;195693;0.002481;31455;83.93;0.002976;154724;20.94
0.373984;220992;0.002976;18708;91.53;0.002480;194705;11.90
0.375472;212415;0.002977;31361;85.24;0.002975;184867;12.97
0.379936;192632;0.002976;34514;82.08;0.002480;165288;14.19
0.379936;215556;0.00248;19176;91.10;0.002976;180576;16.23
0.380928;223083;0.002976;42752;80.84;0.002976;190291;14.70
0.38688;215951;0.002976;24340;88.73;0.002480;179160;17.04
0.395808;203003;0.002976;27850;86.28;0.002976;173434;14.57
0.403248;208143;0.002976;44813;78.47;0.002976;184605;11.31
0.401761;202549;0.002976;40434;80.04;0.002977;180363;10.95
0.405728;202186;0.002976;39300;80.56;0.002976;175587;13.16
0.407215;208073;0.002977;28602;86.25;0.002975;173339;16.69
0.415152;202612;0.002976;16381;91.92;0.002976;168189;16.99
0.410192;242473;0.002975;36769;84.84;0.002976;212607;12.32
0.414656;233064;0.002975;25294;89.15;0.002480;190214;18.39
0.405729;246913;0.002479;37351;84.87;0.002976;203807;17.46
0.410688;244505;0.002976;60241;75.36;0.002976;214935;12.09
0.417136;244744;0.002975;29509;87.94;0.002977;209836;14.26
0.41664;226875;0.002977;14726;93.51;0.002975;197324;13.03
0.417632;236604;0.002976;30046;87.30;0.002976;211382;10.66
0.415648;248871;0.002976;32945;86.76;0.002976;214311;13.89
0.422096;228807;0.002976;34130;85.08;0.002976;195623;14.50
0.42408;244734;0.002976;24477;90.00;0.002976;220720;9.81
0.429536;258713;0.002976;25699;90.07;0.002976;225315;12.91
0.428544;236513;0.002976;17771;92.49;0.002976;205587;13.08
0.427056;235903;0.002976;21912;90.71;0.002976;203005;13.95
0.433505;234150;0.002975;51480;78.01;0.002976;189605;19.02
0.440448;239830;0.002976;41713;82.61;0.002976;207096;13.65
0.445435;230237;0.002949;18459;91.98;0.002975;199132;13.51
0.457312;234613;0.002976;30340;87.07;0.002976;205837;12.27
0.449375;239655;0.002976;53254;77.78;0.002977;206955;13.64
0.450335;263052;0.002977;57527;78.13;0.002976;233117;11.38
0.483103;272402;0.003473;31285;88.52;0.002975;229742;15.66
0.471696;234107;0.002976;48351;79.35;0.003472;196098;16.24
0.476655;255058;0.002976;23307;90.86;0.003472;232170;8.97
0.475665;257277;0.002976;42919;83.32;0.002976;233258;9.34
0.470703;261888;0.002976;36187;86.18;0.003472;207202;20.88
0.476656;251709;0.003471;18630;92.60;0.002976;209637;16.71
0.488065;261822;0.002976;39954;84.74;0.003472;227393;13.15
0.467232;282049;0.002976;33449;88.14;0.003472;233781;17.11
0.470208;254660;0.002976;37533;85.26;0.003472;210850;17.20
0.47864;275496;0.002976;45725;83.40;0.002976;229344;16.75
0.475168;296117;0.002976;41448;86.00;0.003472;248670;16.02
0.497487;256029;0.003968;32710;87.22;0.003472;216218;15.55
0.522289;274025;0.002976;36338;86.74;0.002976;224671;18.01
0.503441;269089;0.002975;15734;94.15;0.003472;241586;10.22
0.508896;286427;0.003472;36264;87.34;0.002976;247284;13.67
0.50592;297031;0.003472;34090;88.52;0.003472;267837;9.83
0.516803;272231;0.003471;41184;84.87;0.003473;237533;12.75
0.022816;29929;0.000993;11041;63.11;0.000495;26246;12.31
0.023808;27469;0.000992;10777;60.77;0.000496;23182;15.61
0.023807;25189;0.000496;9009;64.23;0.000992;19068;24.30
0.0248;27609;0.000992;5724;79.27;0.000496;22474;18.60
0.026784;30960;0.000496;5095;83.54;0.000496;26700;13.76
0.02877;30143;0.000495;4205;86.05;0.000992;26058;13.55
0.032736;33470;0.000991;9200;72.51;0.000496;27086;19.07
0.035216;35780;0.000497;6436;82.01;0.000991;30282;15.37
0.035712;34222;0.000992;3703;89.18;0.000992;27870;18.56
0.038318;42133;0.000992;10025;76.21;0.000992;35660;15.36
0.041168;45079;0.000496;10561;76.57;0.000992;37314;17.23
0.043649;50180;0.000496;9027;82.01;0.000992;45329;9.67
